ward_id,population,facility_count,dist_to_nearest_phc_km,historical_case_rate,cases_lag_1w,seasonal_index,rainfall_anomaly,pop_density,pop_density_norm
52,23233.0,0,0.9111815067472796,13,24,1.7678934296680966,64.77499999999998,23233.0,0.16176040549761186
57,21805.0,0,1.456780781494902,13,24,1.7678934296680966,64.77499999999998,21805.0,0.151817915976216
61,17321.0,0,3.923611989861281,13,24,1.7678934296680966,64.77499999999998,17321.0,0.12059794187681896
58,30577.0,0,2.356896753138992,13,24,1.7678934296680966,64.77499999999998,30577.0,0.21289320875050477
63,81648.0,0,4.356827961226451,13,24,1.7678934296680966,64.77499999999998,81648.0,0.5684764596939272
62,110474.0,0,3.309710621261585,13,24,1.7678934296680966,64.77499999999998,110474.0,0.7691782824836729
59,23595.0,0,2.828491759569573,13,24,1.7678934296680966,64.77499999999998,23595.0,0.16428084051634106
94,22407.0,0,2.709061130716824,13,24,1.7678934296680966,64.77499999999998,22407.0,0.15600935763719662
100,9545.0,0,4.326632890997492,13,24,1.7678934296680966,64.77499999999998,9545.0,0.0664573266678735
99,15460.0,0,3.978371200199825,13,24,1.7678934296680966,64.77499999999998,15460.0,0.10764067787169454
95,11664.0,0,3.5881814546950133,13,24,1.7678934296680966,64.77499999999998,11664.0,0.08121092281341818
96,12954.0,0,2.379453312515946,13,24,1.7678934296680966,64.77499999999998,12954.0,0.09019258351551948
97,20860.0,0,3.2128202571177638,13,24,1.7678934296680966,64.77499999999998,20860.0,0.14523832732235112
105,17965.0,0,2.845565513978852,13,24,1.7678934296680966,64.77499999999998,17965.0,0.12508180970019356
104,20897.0,0,3.5710261476527934,13,24,1.7678934296680966,64.77499999999998,20897.0,0.14549594084636486
107,22902.0,0,5.162987778001782,13,24,1.7678934296680966,64.77499999999998,22902.0,0.15945580883684013
98,17466.0,0,3.6651985361421775,13,24,1.7678934296680966,64.77499999999998,17466.0,0.12160750838984585
103,16595.0,0,4.485655945045968,13,24,1.7678934296680966,64.77499999999998,16595.0,0.11554314678400847
102,9377.0,0,4.503945837918899,13,24,1.7678934296680966,64.77499999999998,9377.0,0.06528762201829752
108,20042.0,0,3.1114007292958825,13,24,1.7678934296680966,64.77499999999998,20042.0,0.13954297968334425
106,20023.0,0,3.973145547927933,13,24,1.7678934296680966,64.77499999999998,20023.0,0.13941069165749934
109,18546.0,0,4.066300719586751,13,24,1.7678934296680966,64.77499999999998,18546.0,0.12912703827997715
112,14912.0,0,3.72362261529826,13,24,1.7678934296680966,64.77499999999998,14912.0,0.10382521270522051
110,13867.0,0,5.142005038161745,13,24,1.7678934296680966,64.77499999999998,13867.0,0.09654937128375085
111,18480.0,0,5.321799405427285,13,24,1.7678934296680966,64.77499999999998,18480.0,0.12866751145335803
114,32913.0,0,4.651563597475162,13,24,1.7678934296680966,64.77499999999998,32913.0,0.22915767340175178
116,23624.0,0,5.478151189266661,13,24,1.7678934296680966,64.77499999999998,23624.0,0.16448275381894642
115,24775.0,0,5.39478413254228,13,24,1.7678934296680966,64.77499999999998,24775.0,0.17249662317407713
113,19701.0,0,5.7120731116830585,13,24,1.7678934296680966,64.77499999999998,19701.0,0.13716875774581205
117,36192.0,0,5.59362266194144,13,24,1.7678934296680966,64.77499999999998,36192.0,0.2519878016515116
122,30204.0,0,6.706494783199341,13,24,1.7678934296680966,64.77499999999998,30204.0,0.21029618592733906
126,17718.0,0,8.594540331121982,13,24,1.7678934296680966,64.77499999999998,17718.0,0.12336206536420982
